ID,frase_es,frase_sh,dominio,fecha,origen
5415,esencia,yuránke,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5416,Con el tacto,Takamujai,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5417,dureza,katsuram,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5418,viento,mayai,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5419,frío,micha,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5420,blandura,miniaminiat,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5421,humedad,tsaér,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5422,calor,tsuér,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5423,aspereza,turaj,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5424,amor,aneamu,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5425,paciencia,asasta,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5426,inteligencia,nekat,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5427,soledad,iik pujamu,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5428,justicia,imiatrusar niiniu sutai,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5429,rencor,kajernaiyamu,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5430,fortaleza,kakarmari,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5431,tristeza,kuntuts,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5432,habilidad,mashi najanin,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5433,debilidad,pimpit,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5434,tranquilidad,titiu puju,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5435,felicidad,waramu,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5436,La madre educa a sus hijos,Nuku uchirin unuiniawai,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5437,Brinde la chicha al yerno,Awet nijiamanch waintsata,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5438,Papá compró un gallo,Apa ayumpan sumakai,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5439,El abuelo está enfermo,Apaach jaawai,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5440,"Lea el siguiente mito, luego deduzca la enseñanza que nos brinda",Emkaka ju aujsata. Tura aujsam jintiamuri nekarata,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5441,Haga un resumen del mito leído luego comente con sus compañeros,Aujsamna nu sutamek aartá nuya aimjiai aujmatsarta,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5442,Conteste las siguientes preguntas,Anintramu aimkiata,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5443,"A cada uno de los sustantivos de los casilleros de la tabla convierta en género masculino y femenino, y en número plural agregando términos correspondientes","Tesarma nui, aishmankma tura nuwamma aarta, chicham aakma nuí, nunismek untsurímmiash aarta, nu najankumka jintiamu nu iisam najanatá",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5444,En cada uno de los casilleros del presente cuadro escriba sustantivos en género masculino y en género femenino según corresponda,"Chikich chicham, ame enentaimsam najankata Aishmankma, Nuwamma, ankan ana nui",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5445,Género masculino,Aishmankma,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5446,Género femenino,Nuwamma,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5447,Una con una línea la clase de sustantivo con su respectivo ejemplo,"Chicham aarma nu émamkesam aujsam, naa akantramu iniákmajai inkiumtikrata",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5448,Esposo,Aish,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5449,Barriga,Tantan,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5450,De espalda,Tuntupmas,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5451,Sopa,Tuump,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5452,Embarazada,Ajamtin,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5453,Número plural,Untsurimmia,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5454,Unidad,Akankamu,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5455,Estómago,Wake,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5456,Número singular,Chikichkimmia,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5457,Guatusa,Yunkits,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5458,Objetivo,Ejetuktin,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5459,Ejemplos,Iniakmainiamu,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5460,Leña,Ji,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5461,Parturienta,Juren,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5462,Rata,Katip,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5463,Nombre de pez,Kusea,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5464,Seno,Muntsu,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5465,Sustantivo,Naa,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5466,Mi hija,Nawantur,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5467,Danta,Pamá,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5468,amigo bueno,penker amik,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5469,amigos buenos,nukap penker amik,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5470,amiga buena,penker amik,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5471,amigas buenas,nukap penker amik,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5472,profesor malo,unuikiartin yajauch,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5473,profesores buenos,nukap unuikiartin yajauch,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5474,profesora mala,unuikiartin yajauch,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5475,profesores malos,nukap unuikiartin yajauch,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5476,hombre furioso,kajen aishmank,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5477,hombres furiosos,nukap kajen aishmank,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5478,mujer furiosa,kajen nuwa,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5479,mujeres furiosas,nukap kajen nuwa,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5480,niño enojado,kajeku uchi,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5481,niños enojados,nukap kajeku uchi,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5482,niña enojada,kajeku uchi,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5483,niñas enojadas,nukap kajeku uchi,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5484,gallo mediano,atash ayump yaimken,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5485,gallos medianos,nukap atash ayump yaimken,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5486,gallina mediana,atash juretam yaimken,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5487,gallinas medianas,nukap atash juretam yaimken,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5488,palo delgado,tsererach numi,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5489,palos delgados,nukap tsererach numi,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5490,mujer soltera,natsa nuwa,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5491,mujeres solteras,nukap natsa nuwa,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5492,Mi hermano se fue de cacería,Umar eamutsa weyi,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5493,Mi casa es nueva,Jeár yamarmaiti,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5494,Mis hijos están estudiando,Uchir unuimiainiak pujuiniawai,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5495,Su casa está lejos del río,Nii jee N ka entsaya arantaiti,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5496,Su casa está lejos del río,jeenka entsaya arantaiti,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5497,Nuestra madre está en un hospital,Ii nukuri tsuamatainiam pujawai,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5498,El tambor de ustedes está dañado,Atumi tampuri meseruiti,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5499,Las esposas de ellos cultivan la huerta,Au nuarí ajanam arakmainiawai,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5500,este perro,ju yawa,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5501,estos perros,ju yawa untsurí,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5502,ese perro,nu yawa,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5503,esos perros,nu yawa untsurí,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5504,aquel perro,au yawa,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5505,aquellos perros,au yawa untsurí,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5506,Algún amigo ha venido a mi casa,Yakesh amikiur jearuin tayi,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5507,Ningún amigo ha visto a mi padre,Yaksha amikiur aparun wainkiachai,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5508,Cualquier amigo es bien venido,Nánkamas amikiur shiir taminiaiti,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5509,Vendré algún rato,Urutainkish tátatjai,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5510,un perro,chikíchik yawa,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5511,dos perros,jimiar yawa,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5512,tres perros,menaint yawa,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5513,cuatro perros,antiuk yawa,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5514,cinco perros,ewej yawa,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5515,diez perros,nawe yawa,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5516,el primer niño,emka uchi,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5517,la segunda casa,patatka jea,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5518,el tercer libro,menaint patatka aujtai,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5519,medio,Jímiapetek,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5520,tercio,menaint nakakma,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5521,cuarto,aintiuk nakakma,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5522,quinto,uwej nakakma,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5523,sexto,ujuk nakakma,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5524,séptimo,tsenken nakakma,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5525,Mamá vengo a visitarte ¿Estás?,Nukuru winiajaiiimiaitsan !pujamek!,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5526,"!Ay, acaso es mi hija la que viene! Pobrecita, ven, ven, tan noche que caminas","¡Ausha nawantruchuk winitrawa! Achirua winitia, winitia, imia kashisha wekainiaitmea",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5527,Me cogió la tarde; el carro no llegó rápido,"Maj kintiamprajai, kunkuim, wari tachamtai",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5528,"Los carros no pasan enseguida, por eso yo no salgo",Kunkuimsha wari wekainiatsui nui wikia jintsujai,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5529,Me dijeron: tu mamá está enferma; por eso te vine a ver,Nuku jawai turutainiakui wisha iijme,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5530,¿Qué pasó mamá?,Urukamea nukurua,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5531,"¡Ay, me duele mucho la cabeza y me duele todo el cuerpo, no me curo, ni tomando remedios","Maj auka muukur nuya mash ayashur najamturainiawai, tsuakan yuuyu tujinkiajai",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5532,¿Cómo está tu estómago?,wakemincha urukamea,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5533,"Sigo igual, me duele todavía","Aintsanak pujajai, tuke najamturawai",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5534,"Te vas a empeorar, a lo mejor no te vas a curar","Maj itiurchat ajastatme, tsuamarchatamja",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5535,"¿Adónde fue mi papá?, ¿qué dice de tu enfermedad?, ¿qué va a hacer?","Aparsha tui wee?, wari turamea jamurmincha?, wari itiurkatjame ta?",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5536,"Consiguiendo dinero, vamos a ver un uwishint, me dijo","Kuit wainkiar, uwishin weretiai, turutui",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5537,Eso está bueno; ya no se puede con los remedios; ahora lo mejor debe ser un uwishint,"Nuka penkeraiti tsuak tujinkiamusha, yamaikia uwishin! penkerchashit!",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5538,"Si eso voy a hacer,solamente espero conseguir dinero","Ee nunak turatajai, kuitian wainkiattsan nakajai",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5539,"Entonces, me quedaré un mes para cuidarte, para ver qué pasa También mi esposo vendrá","Nuinkia chikichik nantu iisan itiuktiajme, wats urukatamek, aishrusha tatatui",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5540,"Bueno, entonces, quédate. Mañana nos iremos a la huerta para hacer la chicha","Jau nuinkia pujusta, kashin ajanam wemi, nijiamach nawami",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5541,"Bueno, recogeré camote y sacaré la yuca para regresar y comer mataremos un pollo","Ayu, inchi juukan maman ewetjai, waketki tari atash maa yuami",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5542,"Si, pollos para que coman ustedes crié; coman asando los que ustedes quieran","Ee atashkia atum yuatin tsakatmakma awai, pachitsuk weaka yuatarum",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5543,"Bueno, mamá, descansa. Veamos mañana cómo amaneces. Hablaremos mañana","Nuinkia nukuru ayampratai kashin uruka tsawartame, kashin aujmattiai",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5544,Yo también estoy cansada,Wisha pimpikniuitjai,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5545,"Bueno, hija, duerme. Hazle acostar bien a mi nieto; no sea que le hagas caer. Hasta mañana","Ayu nawantrua kanarta, tirankur penker aepsata ajuawait, kashin intiukatai",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5546,"Identifique subrayando los adjetivos del mito leído, luego transcriba en su cuaderno de trabajo y formule oraciones con cada uno de ellos","Emka Nunkuiniu aujsajnia nuya nemarin ame nékamu shait amajkim, nuya ame takat najantairmin aaram nujai chichasma najankata chikichkimsam",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5547,Escriba las clases de adjetivos,Nemarin itiurak nakarmait nu aarta,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5548,Lea primero el siguiente texto y luego comente con su compañero al respecto,Emkaka aujsam nuya aujmatsata ame aimjiai,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5549,En pocas palabras escriba lo que entendiste de la lectura,Yamaikia ame aujmatnum nekaamu ishichik chichamjai aarta,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5550,Preguntas para comprensión,Anintrusar nékamu,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5551,Eran,armia,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5552,Cogiendo,Achirar,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5553,Asentándonos,Tariarar,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5554,Seamos,Aij,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5555,En la planada,Tepakmanum,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5556,Así mismo,Aintsank,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5557,Se cría,Tsakatmatainti,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5558,Lo mismo,Aitkiasan,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5559,Remedio,Tsuak,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5560,Dieron,Amasmanum,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5561,Caliente,Tsuer,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5562,Escuchando,Antukir,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5563,Pero,Tumasha,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5564,Sembrando,Arakmar,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5565,Diciendo,Tusar,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5566,Se siembra,Aratainti,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5567,Su hijo,Uchirisha,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5568,Me defienda,Ayamprutkat,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5569,Lo que necesitan,Utsumainiamu,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5570,Dar de comer,Ayuratin,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5571,Noticia es,Chichamaiti,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5572,Su mayor,Uuntri,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5573,Viendo,Iismaka,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5574,Regresar,Waketkitin,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5575,Aumentando,Ipiampar,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5576,¿Qué?,Warí,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5577,¿Qué es?,Warí,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5578,Se aumenta,Ipiampatainti,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5579,Reunidos,Irunar,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5580,Recogiendo,Juukar,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5581,También el perro,Yawasha,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5582,Si nos olvidamos,Kajinmatkurkia,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5583,Poro,Yumi,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5584,Lluvia,Yumi,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5585,Esforzándonos,Kakakir,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5586,Tierno,Kuir,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5587,Si es cazador,Mantiniaitkiuinkia,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5588,Variedad fruta,Namuu,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5589,Allí,Nui,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5590,Entonces,Nuinchuka,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5591,Somos bastantes,Núkapetji,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5592,Por el terreno,Nunkanmasha,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5593,Nosotros los shuar,Shuartikia,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5594,los adverbios en la lengua shuar,ayaamin shuar chichamnum,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5595,Los adverbios de lugar ¿Dónde?,"Ayaamin pujamunmaya, Tui",Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5596,Los adverbios con una sola palabra,Ayaamin chikichik chichamjai,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5597,Aquí,Juí,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5598,Allí,Nuí,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5599,Allá,Aí,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5600,Desde aquí,Juyá,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5601,Desde allí,Nuyá,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5602,Desde allá,Auya,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5603,En dónde,Tui,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
5604,Por dónde,Itiur,Educativo,06-07-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
